文件ID,来源文件,标题,字符数,所属人物,内容身份,分级,分级理由,对应主题,推荐用途,主版本,替代版本,是否需要事实核验,是否存在错误归因风险,芒格模型身份层级,模型身份说明,编辑可信度
DOC-585,content/poor-charlies-almanack/02-children.md,孩子们记忆中的查理,1091,芒格,经典文本摘要/早期整理,D,较短的早期整理版已被完整版本覆盖。,学习、品格与人生|理性训练与避免愚蠢|激励与制度,版本参考,content/poor-charlies-almanack/02-children.md,无,否,中,,,高
DOC-586,content/poor-charlies-almanack/03-approach.md,芒格的生活、学习与决策方法,1628,芒格,经典文本摘要/早期整理,D,较短的早期整理版已被完整版本覆盖。,学习、品格与人生|逆向与决策工具|激励与制度,版本参考,content/poor-charlies-almanack/03-approach.md,无,否,中,,,高
DOC-587,content/poor-charlies-almanack/11-psychology.md,人类误判心理学,2390,芒格,经典文本摘要/早期整理,D,较短的早期整理版已被完整版本覆盖。,人类误判心理学|激励与制度|理性训练与避免愚蠢,版本参考,content/poor-charlies-almanack/11-psychology.md,无,否,中,,,高
DOC-588,content/poor-charlies-almanack/12-reading-list.md,芒格推荐阅读,1306,芒格,经典文本摘要/早期整理,D,较短的早期整理版已被完整版本覆盖。,商业判断|学习、品格与人生|复杂系统与通用模型,版本参考,content/poor-charlies-almanack/12-reading-list.md,无,否,中,,,高
DOC-589,content/qa/巴菲特：慈善中国行_2010.md,巴菲特：慈善中国行_2010,4839,巴菲特,会议问答转录与中文整理,C,具有资料价值，但当前对主书主线贡献有限。,长期复利与品格|市场、风险与错误|管理层与企业文化,典藏层,content/qa/巴菲特：慈善中国行_2010.md,无,抽检,低,,,高
DOC-590,content/qa/伯克希尔股东大会发布会_2009.md,伯克希尔股东大会发布会_2009,7818,巴菲特与芒格,会议问答转录与中文整理,B,现场问答案例丰富，可支撑多个章节，但不宜整篇收入主书。,市场、风险与错误|商业判断|投资与资本配置,案例/侧栏/延伸阅读,content/qa/伯克希尔股东大会发布会_2009.md,无,抽检,中,,,高
DOC-591,content/qa/伯克希尔股东大会实录_1994.md,1994 年伯克希尔股东大会实录,48129,巴菲特与芒格,会议问答转录与中文整理,B,现场问答案例丰富，可支撑多个章节，但不宜整篇收入主书。,商业判断|市场、风险与错误|投资与资本配置,案例/侧栏/延伸阅读,content/qa/伯克希尔股东大会实录_1994.md,无,抽检,中,,,高
DOC-592,content/qa/伯克希尔股东大会实录_1995.md,1995 年伯克希尔股东大会实录,68929,巴菲特与芒格,会议问答转录与中文整理,C,完整会议记录适合典藏和检索，主书按主题摘取。,商业判断|投资与资本配置|市场、风险与错误,典藏层,content/qa/伯克希尔股东大会实录_1995.md,无,抽检,中,,,高
DOC-593,content/qa/伯克希尔股东大会实录_1996.md,1996 年伯克希尔股东大会实录,78674,巴菲特与芒格,会议问答转录与中文整理,B,现场问答案例丰富，可支撑多个章节，但不宜整篇收入主书。,商业判断|保险与浮存金|市场、风险与错误,案例/侧栏/延伸阅读,content/qa/伯克希尔股东大会实录_1996.md,无,抽检,中,,,高
DOC-594,content/qa/伯克希尔股东大会实录_1997.md,1997 年伯克希尔股东大会实录,81980,巴菲特与芒格,会议问答转录与中文整理,C,完整会议记录适合典藏和检索，主书按主题摘取。,商业判断|市场、风险与错误|投资与资本配置,典藏层,content/qa/伯克希尔股东大会实录_1997.md,无,抽检,中,,,高
DOC-595,content/qa/伯克希尔股东大会实录_1998.md,1998 年伯克希尔股东大会实录,85104,巴菲特与芒格,会议问答转录与中文整理,B,现场问答案例丰富，可支撑多个章节，但不宜整篇收入主书。,商业判断|投资与资本配置|市场、风险与错误,案例/侧栏/延伸阅读,content/qa/伯克希尔股东大会实录_1998.md,无,抽检,中,,,高
DOC-596,content/qa/伯克希尔股东大会实录_1999.md,1999 年伯克希尔股东大会实录,81203,巴菲特与芒格,会议问答转录与中文整理,C,完整会议记录适合典藏和检索，主书按主题摘取。,市场、风险与错误|投资与资本配置|保险与浮存金,典藏层,content/qa/伯克希尔股东大会实录_1999.md,无,抽检,中,,,高
DOC-597,content/qa/伯克希尔股东大会实录_2000.md,伯克希尔股东大会实录_2000,75988,巴菲特与芒格,会议问答转录与中文整理,B,现场问答案例丰富，可支撑多个章节，但不宜整篇收入主书。,商业判断|市场、风险与错误|保险与浮存金,案例/侧栏/延伸阅读,content/qa/伯克希尔股东大会实录_2000.md,无,抽检,中,,,高
DOC-598,content/qa/伯克希尔股东大会实录_2001.md,伯克希尔股东大会实录_2001,83047,巴菲特与芒格,会议问答转录与中文整理,C,完整会议记录适合典藏和检索，主书按主题摘取。,商业判断|投资与资本配置|市场、风险与错误,典藏层,content/qa/伯克希尔股东大会实录_2001.md,无,抽检,中,,,高
DOC-599,content/qa/伯克希尔股东大会实录_2002.md,伯克希尔股东大会实录_2002,95836,巴菲特与芒格,会议问答转录与中文整理,C,完整会议记录适合典藏和检索，主书按主题摘取。,市场、风险与错误|投资与资本配置|商业判断,典藏层,content/qa/伯克希尔股东大会实录_2002.md,无,抽检,中,,,高
DOC-600,content/qa/伯克希尔股东大会实录_2003.md,2003 年伯克希尔股东大会实录,95215,巴菲特与芒格,会议问答转录与中文整理,B,现场问答案例丰富，可支撑多个章节，但不宜整篇收入主书。,市场、风险与错误|商业判断|投资与资本配置,案例/侧栏/延伸阅读,content/qa/伯克希尔股东大会实录_2003.md,无,抽检,中,,,高
DOC-601,content/qa/伯克希尔股东大会实录_2004.md,2004 年伯克希尔股东大会实录,85952,巴菲特与芒格,会议问答转录与中文整理,C,完整会议记录适合典藏和检索，主书按主题摘取。,市场、风险与错误|投资与资本配置|商业判断,典藏层,content/qa/伯克希尔股东大会实录_2004.md,无,抽检,中,,,高
DOC-602,content/qa/伯克希尔股东大会实录_2005.md,2005 年伯克希尔股东大会实录,84610,巴菲特与芒格,会议问答转录与中文整理,B,现场问答案例丰富，可支撑多个章节，但不宜整篇收入主书。,市场、风险与错误|商业判断|投资与资本配置,案例/侧栏/延伸阅读,content/qa/伯克希尔股东大会实录_2005.md,无,抽检,中,,,高
DOC-603,content/qa/伯克希尔股东大会实录_2006.md,2006 年伯克希尔股东大会实录,77078,巴菲特与芒格,会议问答转录与中文整理,C,完整会议记录适合典藏和检索，主书按主题摘取。,市场、风险与错误|商业判断|投资与资本配置,典藏层,content/qa/伯克希尔股东大会实录_2006.md,无,抽检,中,,,高
DOC-604,content/qa/伯克希尔股东大会实录_2007.md,2007 年伯克希尔股东大会实录,93612,巴菲特与芒格,会议问答转录与中文整理,B,现场问答案例丰富，可支撑多个章节，但不宜整篇收入主书。,市场、风险与错误|商业判断|投资与资本配置,案例/侧栏/延伸阅读,content/qa/伯克希尔股东大会实录_2007.md,无,抽检,中,,,高
DOC-605,content/qa/伯克希尔股东大会实录_2008.md,2008 年伯克希尔股东大会实录,79719,巴菲特与芒格,会议问答转录与中文整理,C,完整会议记录适合典藏和检索，主书按主题摘取。,市场、风险与错误|商业判断|投资与资本配置,典藏层,content/qa/伯克希尔股东大会实录_2008.md,无,抽检,中,,,高
DOC-606,content/qa/伯克希尔股东大会实录_2009.md,2009 年伯克希尔股东大会实录,90500,巴菲特与芒格,会议问答转录与中文整理,B,现场问答案例丰富，可支撑多个章节，但不宜整篇收入主书。,市场、风险与错误|商业判断|投资与资本配置,案例/侧栏/延伸阅读,content/qa/伯克希尔股东大会实录_2009.md,无,抽检,中,,,高
DOC-607,content/qa/伯克希尔股东大会实录_2010.md,2010 年伯克希尔股东大会实录,89336,巴菲特与芒格,会议问答转录与中文整理,C,完整会议记录适合典藏和检索，主书按主题摘取。,市场、风险与错误|商业判断|伯克希尔制度,典藏层,content/qa/伯克希尔股东大会实录_2010.md,无,抽检,中,,,高
DOC-608,content/qa/伯克希尔股东大会实录_2011.md,2011 年伯克希尔股东大会实录,84499,巴菲特与芒格,会议问答转录与中文整理,B,现场问答案例丰富，可支撑多个章节，但不宜整篇收入主书。,市场、风险与错误|伯克希尔制度|商业判断,案例/侧栏/延伸阅读,content/qa/伯克希尔股东大会实录_2011.md,无,抽检,中,,,高
DOC-609,content/qa/伯克希尔股东大会实录_2012.md,2012 年伯克希尔股东大会实录,92280,巴菲特与芒格,会议问答转录与中文整理,C,完整会议记录适合典藏和检索，主书按主题摘取。,市场、风险与错误|商业判断|保险与浮存金,典藏层,content/qa/伯克希尔股东大会实录_2012.md,无,抽检,中,,,高
DOC-610,content/qa/伯克希尔股东大会实录_2013.md,2013 年伯克希尔股东大会实录,85415,巴菲特与芒格,会议问答转录与中文整理,B,现场问答案例丰富，可支撑多个章节，但不宜整篇收入主书。,商业判断|市场、风险与错误|伯克希尔制度,案例/侧栏/延伸阅读,content/qa/伯克希尔股东大会实录_2013.md,无,抽检,中,,,高
DOC-611,content/qa/伯克希尔股东大会实录_2014.md,2014 年伯克希尔股东大会实录,96364,巴菲特与芒格,会议问答转录与中文整理,C,完整会议记录适合典藏和检索，主书按主题摘取。,市场、风险与错误|商业判断|伯克希尔制度,典藏层,content/qa/伯克希尔股东大会实录_2014.md,无,抽检,中,,,高
DOC-612,content/qa/伯克希尔股东大会实录_2015.md,2015 年伯克希尔股东大会实录,90858,巴菲特与芒格,会议问答转录与中文整理,B,现场问答案例丰富，可支撑多个章节，但不宜整篇收入主书。,商业判断|市场、风险与错误|伯克希尔制度,案例/侧栏/延伸阅读,content/qa/伯克希尔股东大会实录_2015.md,无,抽检,中,,,高
DOC-613,content/qa/伯克希尔股东大会实录_2016.md,伯克希尔股东大会实录_2016,89573,巴菲特与芒格,会议问答转录与中文整理,C,完整会议记录适合典藏和检索，主书按主题摘取。,市场、风险与错误|资本配置|商业判断,典藏层,content/qa/伯克希尔股东大会实录_2016.md,无,抽检,中,,,高
DOC-614,content/qa/伯克希尔股东大会实录_2017.md,伯克希尔股东大会实录_2017,94213,巴菲特与芒格,会议问答转录与中文整理,B,现场问答案例丰富，可支撑多个章节，但不宜整篇收入主书。,市场、风险与错误|商业判断|投资与资本配置,案例/侧栏/延伸阅读,content/qa/伯克希尔股东大会实录_2017.md,无,抽检,中,,,高
DOC-615,content/qa/伯克希尔股东大会实录_2018.md,伯克希尔股东大会实录_2018,84212,巴菲特与芒格,会议问答转录与中文整理,C,完整会议记录适合典藏和检索，主书按主题摘取。,商业判断|市场、风险与错误|投资与资本配置,典藏层,content/qa/伯克希尔股东大会实录_2018.md,无,抽检,中,,,高
DOC-616,content/qa/伯克希尔股东大会实录_2019.md,伯克希尔股东大会实录_2019,88951,巴菲特与芒格,会议问答转录与中文整理,C,完整会议记录适合典藏和检索，主书按主题摘取。,资本配置|商业判断|伯克希尔制度,典藏层,content/qa/伯克希尔股东大会实录_2019.md,无,抽检,中,,,高
DOC-617,content/qa/伯克希尔股东大会实录_2020.md,伯克希尔股东大会实录_2020,41852,巴菲特与芒格,会议问答转录与中文整理,B,现场问答案例丰富，可支撑多个章节，但不宜整篇收入主书。,市场、风险与错误|伯克希尔制度|商业判断,案例/侧栏/延伸阅读,content/qa/伯克希尔股东大会实录_2020.md,无,抽检,中,,,高
DOC-618,content/qa/伯克希尔股东大会实录_2021.md,伯克希尔股东大会实录_2021,60447,巴菲特与芒格,会议问答转录与中文整理,C,完整会议记录适合典藏和检索，主书按主题摘取。,伯克希尔制度|市场、风险与错误|资本配置,典藏层,content/qa/伯克希尔股东大会实录_2021.md,无,抽检,中,,,高
DOC-619,content/qa/伯克希尔股东大会实录_2022.md,伯克希尔股东大会实录_2022,89896,巴菲特与芒格,会议问答转录与中文整理,B,现场问答案例丰富，可支撑多个章节，但不宜整篇收入主书。,市场、风险与错误|伯克希尔制度|资本配置,案例/侧栏/延伸阅读,content/qa/伯克希尔股东大会实录_2022.md,无,抽检,中,,,高
DOC-620,content/qa/伯克希尔股东大会实录_2023.md,伯克希尔股东大会实录_2023,78184,巴菲特与芒格,会议问答转录与中文整理,B,现场问答案例丰富，可支撑多个章节，但不宜整篇收入主书。,伯克希尔制度|市场、风险与错误|投资与资本配置,案例/侧栏/延伸阅读,content/qa/伯克希尔股东大会实录_2023.md,无,抽检,中,,,高
